序号	时间标识	源通道	帧ID	帧类型	帧格式	CAN类型	方向	长度	数据
2637	2023-03-23 19:26:28.652	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2638	2023-03-23 19:26:28.652	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 5F A6 
2639	2023-03-23 19:26:28.652	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	45 0C 7C 30 02 1E 20 C2 
2640	2023-03-23 19:26:28.655	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 2F D0 
2641	2023-03-23 19:26:28.655	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 CF 30 
2642	2023-03-23 19:26:28.658	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 20 E1 
2643	2023-03-23 19:26:28.658	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 DF 5A 
2644	2023-03-23 19:26:28.662	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
2645	2023-03-23 19:26:28.662	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 80 2F 
2646	2023-03-23 19:26:28.662	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 40 C3 
2647	2023-03-23 19:26:28.662	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2648	2023-03-23 19:26:28.665	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 2F 8D 
2649	2023-03-23 19:26:28.665	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 2F 1E 
2650	2023-03-23 19:26:28.668	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 AF 50 
2651	2023-03-23 19:26:28.668	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF 5F 36 
2652	2023-03-23 19:26:28.672	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF 5F B5 
2653	2023-03-23 19:26:28.672	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 30 D1 
2654	2023-03-23 19:26:28.672	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2655	2023-03-23 19:26:28.672	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 6F 96 
2656	2023-03-23 19:26:28.672	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF CF 6F 
2657	2023-03-23 19:26:28.678	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	0D 00 00 00 00 FE 56 03 
2658	2023-03-23 19:26:28.681	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 90 1F 
2659	2023-03-23 19:26:28.681	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0B C6 
2660	2023-03-23 19:26:28.684	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 40 C1 
2661	2023-03-23 19:26:28.693	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 7F 86 
2662	2023-03-23 19:26:28.693	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 50 B1 
2663	2023-03-23 19:26:28.696	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 2F 8C 
2664	2023-03-23 19:26:28.696	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 20 BA 
2665	2023-03-23 19:26:28.696	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2666	2023-03-23 19:26:28.696	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2667	2023-03-23 19:26:28.696	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2668	2023-03-23 19:26:28.696	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 21 52 
2669	2023-03-23 19:26:28.699	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 20 D3 
2670	2023-03-23 19:26:28.699	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 EF F7 
2671	2023-03-23 19:26:28.699	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 A0 0F 
2672	2023-03-23 19:26:28.703	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
2673	2023-03-23 19:26:28.703	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	45 0C 7C 30 02 1E 30 B2 
2674	2023-03-23 19:26:28.703	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
2675	2023-03-23 19:26:28.703	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 3F C0 
2676	2023-03-23 19:26:28.707	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 DF 20 
2677	2023-03-23 19:26:28.707	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 60 A1 
2678	2023-03-23 19:26:28.707	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 EF 4A 
2679	2023-03-23 19:26:28.710	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 50 B3 
2680	2023-03-23 19:26:28.713	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2681	2023-03-23 19:26:28.713	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 8F 76 
2682	2023-03-23 19:26:28.717	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 3F 7D 
2683	2023-03-23 19:26:28.717	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 3F 0E 
2684	2023-03-23 19:26:28.717	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 BF 40 
2685	2023-03-23 19:26:28.720	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 70 91 
2686	2023-03-23 19:26:28.720	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 B0 FF 
2687	2023-03-23 19:26:28.720	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0A 50 FC 
2688	2023-03-23 19:26:28.720	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2689	2023-03-23 19:26:28.723	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF DF 5F 
2690	2023-03-23 19:26:28.723	Ch0	0x4B9	标准帧	数据帧	CANFD加速	Rx	8	00 FF FF 00 40 F0 FF FF 
2691	2023-03-23 19:26:28.727	Ch0	0x4E6	标准帧	数据帧	CANFD加速	Rx	8	19 20 0F 00 00 FF 00 FF 
2692	2023-03-23 19:26:28.727	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 09 50 FC 
2693	2023-03-23 19:26:28.729	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 80 81 
2694	2023-03-23 19:26:28.732	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0C C5 
2695	2023-03-23 19:26:28.736	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 9F 66 
2696	2023-03-23 19:26:28.739	Ch0	0x4C4	标准帧	数据帧	CANFD加速	Rx	64	FF FF 00 01 30 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2697	2023-03-23 19:26:28.739	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 90 71 
2698	2023-03-23 19:26:28.743	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 C0 EF 
2699	2023-03-23 19:26:28.745	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 3F 7C 
2700	2023-03-23 19:26:28.748	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 30 AA 
2701	2023-03-23 19:26:28.748	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2702	2023-03-23 19:26:28.748	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2703	2023-03-23 19:26:28.748	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2704	2023-03-23 19:26:28.748	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 31 42 
2705	2023-03-23 19:26:28.748	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 30 C3 
2706	2023-03-23 19:26:28.748	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 FF E7 
2707	2023-03-23 19:26:28.751	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 A0 61 
2708	2023-03-23 19:26:28.755	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2709	2023-03-23 19:26:28.755	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	45 0C 7C 30 02 1E 40 A2 
2710	2023-03-23 19:26:28.755	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 4F B0 
2711	2023-03-23 19:26:28.755	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 EF 10 
2712	2023-03-23 19:26:28.759	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF AF 56 
2713	2023-03-23 19:26:28.759	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 FF 3A 
2714	2023-03-23 19:26:28.759	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
2715	2023-03-23 19:26:28.767	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 4F FE 
2716	2023-03-23 19:26:28.767	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 CF 30 
2717	2023-03-23 19:26:28.770	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 01 44 01 90 01 00 00 
2718	2023-03-23 19:26:28.770	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF 6F 26 
2719	2023-03-23 19:26:28.770	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF 6F A5 
2720	2023-03-23 19:26:28.770	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 01 44 01 90 01 00 00 
2721	2023-03-23 19:26:28.773	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2722	2023-03-23 19:26:28.773	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF EF 4F 
2723	2023-03-23 19:26:28.776	Ch0	0x4A6	标准帧	数据帧	CANFD加速	Rx	8	00 6A BA 03 3C 00 04 C0 
2724	2023-03-23 19:26:28.776	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 C0 41 
2725	2023-03-23 19:26:28.776	Ch0	0x4BB	标准帧	数据帧	CANFD加速	Rx	64	00 00 00 00 00 00 00 10 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF FF FF FF FF 00 00 80 AE C8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 3F 00 00 00 00 08 FF FF FF FF FF FF FF 
2726	2023-03-23 19:26:28.776	Ch0	0x3D8	标准帧	数据帧	CANFD加速	Rx	8	00 00 F8 00 00 AC 00 00 
2727	2023-03-23 19:26:28.776	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF BF 46 
2728	2023-03-23 19:26:28.776	Ch0	0x433	标准帧	数据帧	CANFD加速	Rx	8	00 80 90 B6 FD FF FF FF 
2729	2023-03-23 19:26:28.779	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 01 43 01 91 01 00 00 
2730	2023-03-23 19:26:28.783	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 01 43 01 91 01 00 00 
2731	2023-03-23 19:26:28.783	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 E0 CF 
2732	2023-03-23 19:26:28.783	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0D C4 
2733	2023-03-23 19:26:28.783	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 01 45 01 92 01 00 00 
2734	2023-03-23 19:26:28.786	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	07 24 DC 10 00 34 F1 00 
2735	2023-03-23 19:26:28.786	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 01 45 01 92 01 00 00 
2736	2023-03-23 19:26:28.786	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 D0 31 
2737	2023-03-23 19:26:28.786	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 01 47 01 93 01 00 00 
2738	2023-03-23 19:26:28.789	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 01 47 01 93 01 00 00 
2739	2023-03-23 19:26:28.796	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 4F 6C 
2740	2023-03-23 19:26:28.796	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 40 9A 
2741	2023-03-23 19:26:28.796	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2742	2023-03-23 19:26:28.796	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2743	2023-03-23 19:26:28.796	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2744	2023-03-23 19:26:28.799	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 41 32 
2745	2023-03-23 19:26:28.799	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 40 B3 
2746	2023-03-23 19:26:28.799	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 0F D7 
2747	2023-03-23 19:26:28.802	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
2748	2023-03-23 19:26:28.802	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 E0 21 
2749	2023-03-23 19:26:28.802	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF CF 36 
2750	2023-03-23 19:26:28.802	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	45 0C 7C 30 02 1E 50 92 
2751	2023-03-23 19:26:28.806	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
2752	2023-03-23 19:26:28.806	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 5F A0 
2753	2023-03-23 19:26:28.806	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 FF 00 
2754	2023-03-23 19:26:28.806	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 F0 BF 
2755	2023-03-23 19:26:28.809	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 0F 2A 
2756	2023-03-23 19:26:28.812	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 F0 11 
2757	2023-03-23 19:26:28.812	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 70 93 
2758	2023-03-23 19:26:28.816	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2759	2023-03-23 19:26:28.816	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 5F 5D 
2760	2023-03-23 19:26:28.816	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 5F EE 
2761	2023-03-23 19:26:28.819	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 DF 20 
2762	2023-03-23 19:26:28.894	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 00 01 
2763	2023-03-23 19:26:28.894	Ch0	0x4A0	标准帧	数据帧	CANFD加速	Rx	64	00 FC FF FF FF FF FF FF FF 00 00 FF FF FF FF 90 FF FF C0 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF E8 46 00 FF FF FF FF FF FF 00 00 00 02 FF FF FF 00 00 00 FF 00 00 F0 FF FF FF FF FF 
2764	2023-03-23 19:26:28.894	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF DF 26 
2765	2023-03-23 19:26:28.894	Ch0	0x4CB	标准帧	数据帧	CANFD加速	Rx	64	00 00 00 00 C0 00 00 00 FF 46 E2 94 3C 3C 00 00 00 00 FA FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2766	2023-03-23 19:26:28.894	Ch0	0x427	标准帧	数据帧	CANFD加速	Rx	8	04 00 00 00 00 00 00 00 
2767	2023-03-23 19:26:28.894	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	01 F4 01 C9 D2 FF C8 00 
2768	2023-03-23 19:26:28.894	Ch0	0x4D9	标准帧	数据帧	CANFD加速	Rx	8	01 AC 50 19 FF FF FF FF 
2769	2023-03-23 19:26:28.894	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 00 AF 
2770	2023-03-23 19:26:28.894	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0B 50 FC 
2771	2023-03-23 19:26:28.894	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2772	2023-03-23 19:26:28.894	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF FF 3F 
2773	2023-03-23 19:26:28.894	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 10 F1 
2774	2023-03-23 19:26:28.894	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0E C3 
2775	2023-03-23 19:26:28.894	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 20 E1 
2776	2023-03-23 19:26:28.894	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF EF 16 
2777	2023-03-23 19:26:28.894	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 5F 5C 
2778	2023-03-23 19:26:28.894	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 50 8A 
2779	2023-03-23 19:26:28.894	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2780	2023-03-23 19:26:28.894	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2781	2023-03-23 19:26:28.894	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2782	2023-03-23 19:26:28.894	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 51 22 
2783	2023-03-23 19:26:28.894	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 50 A3 
2784	2023-03-23 19:26:28.894	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 1F C7 
2785	2023-03-23 19:26:28.894	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 10 9F 
2786	2023-03-23 19:26:28.894	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 30 D1 
2787	2023-03-23 19:26:28.894	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2788	2023-03-23 19:26:28.894	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	45 0C 7C 30 02 1E 60 82 
2789	2023-03-23 19:26:28.894	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 6F 90 
2790	2023-03-23 19:26:28.894	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 0F F0 
2791	2023-03-23 19:26:28.894	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 1F 1A 
2792	2023-03-23 19:26:28.894	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
2793	2023-03-23 19:26:28.894	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 40 C1 
2794	2023-03-23 19:26:28.894	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF FF 06 
2795	2023-03-23 19:26:28.894	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 80 83 
2796	2023-03-23 19:26:28.894	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2797	2023-03-23 19:26:28.894	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 6F 4D 
2798	2023-03-23 19:26:28.894	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 6F DE 
2799	2023-03-23 19:26:28.894	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 EF 10 
2800	2023-03-23 19:26:28.894	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF 7F 16 
2801	2023-03-23 19:26:28.894	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF 7F 95 
2802	2023-03-23 19:26:28.894	Ch0	0x4A1	标准帧	数据帧	CANFD加速	Rx	64	80 00 00 00 00 00 FC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2803	2023-03-23 19:26:28.894	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 20 8F 
2804	2023-03-23 19:26:28.894	Ch0	0x4C7	标准帧	数据帧	CANFD加速	Rx	64	00 00 00 00 00 00 80 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 8F 00 FF FF 80 0F FC FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2805	2023-03-23 19:26:28.894	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	01 00 00 00 40 6F F4 A1 
2806	2023-03-23 19:26:28.894	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 50 B1 
2807	2023-03-23 19:26:28.894	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2808	2023-03-23 19:26:28.894	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF 0F 2F 
2809	2023-03-23 19:26:28.894	Ch0	0x3D9	标准帧	数据帧	CANFD加速	Rx	8	01 00 08 00 28 A0 01 00 
2810	2023-03-23 19:26:28.894	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0F C2 
