序号	时间标识	源通道	帧ID	帧类型	帧格式	CAN类型	方向	长度	数据
188	2023-03-23 19:26:25.588	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 90 71 
189	2023-03-23 19:26:25.588	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	51 0D 7C 30 02 1E 50 85 
190	2023-03-23 19:26:25.588	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 5F A0 
191	2023-03-23 19:26:25.588	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 FF 00 
192	2023-03-23 19:26:25.588	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 3F C6 
193	2023-03-23 19:26:25.588	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 A0 61 
194	2023-03-23 19:26:25.588	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 DF 20 
195	2023-03-23 19:26:25.588	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 70 93 
196	2023-03-23 19:26:25.588	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
197	2023-03-23 19:26:25.588	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
198	2023-03-23 19:26:25.588	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF EF 4F 
199	2023-03-23 19:26:25.588	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 60 4F 
200	2023-03-23 19:26:25.588	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 B0 51 
201	2023-03-23 19:26:25.588	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 4F B6 
202	2023-03-23 19:26:25.588	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 C0 41 
203	2023-03-23 19:26:25.588	Ch0	0x4FA	标准帧	数据帧	CANFD加速	Rx	8	C0 80 EA 00 00 00 00 FF 
204	2023-03-23 19:26:25.588	Ch0	0x367	标准帧	数据帧	CANFD加速	Rx	24	20 F0 FF FF FF FF F0 FF FF FF FF F0 FF FF FF FF F0 FF FF FF FF FF FF 31 
205	2023-03-23 19:26:25.588	Ch0	0x407	标准帧	数据帧	CANFD加速	Rx	8	AA 96 18 00 F5 95 31 F6 
206	2023-03-23 19:26:25.588	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 5F 5D 
207	2023-03-23 19:26:25.589	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 5F EE 
208	2023-03-23 19:26:25.589	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0A 50 FC 
209	2023-03-23 19:26:25.589	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 70 3F 
210	2023-03-23 19:26:25.592	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0E C3 
211	2023-03-23 19:26:25.592	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
212	2023-03-23 19:26:25.596	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
213	2023-03-23 19:26:25.596	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
214	2023-03-23 19:26:25.596	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 D0 31 
215	2023-03-23 19:26:25.596	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 1F 1A 
216	2023-03-23 19:26:25.596	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 5F 5C 
217	2023-03-23 19:26:25.599	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 50 8A 
218	2023-03-23 19:26:25.599	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
219	2023-03-23 19:26:25.599	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 51 22 
220	2023-03-23 19:26:25.599	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 50 A3 
221	2023-03-23 19:26:25.599	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 1F C7 
222	2023-03-23 19:26:25.602	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
223	2023-03-23 19:26:25.602	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
224	2023-03-23 19:26:25.602	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 5F A6 
225	2023-03-23 19:26:25.605	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 E0 21 
226	2023-03-23 19:26:25.605	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	0C 00 00 C0 FF FF FF FF 
227	2023-03-23 19:26:25.608	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	51 0D 7C 30 02 1E 60 75 
228	2023-03-23 19:26:25.608	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 6F 90 
229	2023-03-23 19:26:25.608	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 0F F0 
230	2023-03-23 19:26:25.611	Ch0	0x475	标准帧	数据帧	CANFD加速	Rx	8	A0 04 21 00 02 E0 FF 59 
231	2023-03-23 19:26:25.614	Ch0	0x494	标准帧	数据帧	CANFD加速	Rx	8	11 14 15 00 00 F8 20 00 
232	2023-03-23 19:26:25.614	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 80 2F 
233	2023-03-23 19:26:25.617	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 F0 11 
234	2023-03-23 19:26:25.617	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 EF 10 
235	2023-03-23 19:26:25.617	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 80 83 
236	2023-03-23 19:26:25.621	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
237	2023-03-23 19:26:25.621	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
238	2023-03-23 19:26:25.621	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF FF 3F 
239	2023-03-23 19:26:25.621	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
240	2023-03-23 19:26:25.625	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 6F 96 
241	2023-03-23 19:26:25.625	Ch0	0x388	标准帧	数据帧	CANFD加速	Rx	8	00 00 FF FF FF FF 00 FF 
242	2023-03-23 19:26:25.625	Ch0	0x48E	标准帧	数据帧	CANFD加速	Rx	8	99 00 18 19 10 20 C0 45 
243	2023-03-23 19:26:25.625	Ch0	0x48E	标准帧	数据帧	CANFD加速	Rx	8	99 00 18 19 10 20 C0 45 
244	2023-03-23 19:26:25.625	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	0A 55 FE E3 BF FE EB BF 
245	2023-03-23 19:26:25.628	Ch0	0x510	标准帧	数据帧	CANFD加速	Rx	8	10 00 00 00 00 00 00 EF 
246	2023-03-23 19:26:25.628	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 00 01 
247	2023-03-23 19:26:25.634	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 90 1F 
248	2023-03-23 19:26:25.637	Ch0	0x3D9	标准帧	数据帧	CANFD加速	Rx	8	06 FF F7 DF 00 10 27 00 
249	2023-03-23 19:26:25.640	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 10 F1 
250	2023-03-23 19:26:25.640	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 6F 4D 
251	2023-03-23 19:26:25.640	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 6F DE 
252	2023-03-23 19:26:25.643	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF 7F 16 
253	2023-03-23 19:26:25.643	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF 7F 95 
254	2023-03-23 19:26:25.643	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
255	2023-03-23 19:26:25.643	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
256	2023-03-23 19:26:25.643	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
257	2023-03-23 19:26:25.643	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0F C2 
258	2023-03-23 19:26:25.647	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 2F 0A 
259	2023-03-23 19:26:25.647	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 7F 86 
260	2023-03-23 19:26:25.647	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 6F 4C 
261	2023-03-23 19:26:25.651	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 60 7A 
262	2023-03-23 19:26:25.651	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 61 12 
263	2023-03-23 19:26:25.651	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 60 93 
264	2023-03-23 19:26:25.651	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 2F B7 
265	2023-03-23 19:26:25.654	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 20 E1 
266	2023-03-23 19:26:25.654	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 A0 0F 
267	2023-03-23 19:26:25.657	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	51 0D 7C 30 02 1E 70 65 
268	2023-03-23 19:26:25.657	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 7F 80 
269	2023-03-23 19:26:25.660	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 1F E0 
270	2023-03-23 19:26:25.663	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 30 D1 
271	2023-03-23 19:26:25.667	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 8F 76 
272	2023-03-23 19:26:25.667	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 FF 00 
273	2023-03-23 19:26:25.670	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
274	2023-03-23 19:26:25.670	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 90 73 
275	2023-03-23 19:26:25.670	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF 0F 2F 
276	2023-03-23 19:26:25.670	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
277	2023-03-23 19:26:25.673	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 40 C1 
278	2023-03-23 19:26:25.677	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 B0 FF 
279	2023-03-23 19:26:25.677	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	0D 00 00 00 00 FE 56 03 
280	2023-03-23 19:26:25.684	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 50 B1 
281	2023-03-23 19:26:25.688	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 9F 66 
282	2023-03-23 19:26:25.691	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 7F 3D 
283	2023-03-23 19:26:25.691	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0A 50 FC 
284	2023-03-23 19:26:25.691	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 7F CE 
285	2023-03-23 19:26:25.694	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0B 50 FC 
286	2023-03-23 19:26:25.694	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
287	2023-03-23 19:26:25.694	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
288	2023-03-23 19:26:25.694	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 60 A1 
289	2023-03-23 19:26:25.694	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
290	2023-03-23 19:26:25.694	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 C0 EF 
291	2023-03-23 19:26:25.698	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 00 D1 
292	2023-03-23 19:26:25.698	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
293	2023-03-23 19:26:25.698	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 3F FA 
294	2023-03-23 19:26:25.701	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 7F 3C 
295	2023-03-23 19:26:25.701	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 70 6A 
296	2023-03-23 19:26:25.701	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
297	2023-03-23 19:26:25.701	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 71 02 
298	2023-03-23 19:26:25.704	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 70 83 
299	2023-03-23 19:26:25.704	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 3F A7 
300	2023-03-23 19:26:25.708	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 70 91 
301	2023-03-23 19:26:25.708	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
302	2023-03-23 19:26:25.708	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF AF 56 
303	2023-03-23 19:26:25.708	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	51 0D 7C 30 02 1E 80 55 
304	2023-03-23 19:26:25.708	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 8F 70 
305	2023-03-23 19:26:25.711	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 2F D0 
306	2023-03-23 19:26:25.715	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 80 81 
307	2023-03-23 19:26:25.717	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 D0 DF 
308	2023-03-23 19:26:25.717	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 0F F0 
309	2023-03-23 19:26:25.720	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
310	2023-03-23 19:26:25.720	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B A0 63 
311	2023-03-23 19:26:25.720	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF 1F 1F 
312	2023-03-23 19:26:25.720	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
313	2023-03-23 19:26:25.720	Ch0	0x4B9	标准帧	数据帧	CANFD加速	Rx	8	00 FF FF 00 40 F0 FF FF 
314	2023-03-23 19:26:25.723	Ch0	0x4E6	标准帧	数据帧	CANFD加速	Rx	8	19 20 0F 00 00 FF 00 FF 
315	2023-03-23 19:26:25.723	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
316	2023-03-23 19:26:25.726	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 90 71 
317	2023-03-23 19:26:25.726	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF BF 46 
318	2023-03-23 19:26:25.735	Ch0	0x4C4	标准帧	数据帧	CANFD加速	Rx	64	FF FF 00 01 30 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
319	2023-03-23 19:26:25.735	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 A0 61 
320	2023-03-23 19:26:25.739	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 E0 CF 
321	2023-03-23 19:26:25.739	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 8F 2D 
322	2023-03-23 19:26:25.743	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 8F BE 
323	2023-03-23 19:26:25.743	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF 8F 06 
324	2023-03-23 19:26:25.743	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF 8F 85 
325	2023-03-23 19:26:25.745	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
326	2023-03-23 19:26:25.745	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
327	2023-03-23 19:26:25.745	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
328	2023-03-23 19:26:25.745	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 B0 51 
329	2023-03-23 19:26:25.748	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF CF 36 
330	2023-03-23 19:26:25.748	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 01 D0 
331	2023-03-23 19:26:25.752	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 4F EA 
332	2023-03-23 19:26:25.752	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 8F 2C 
333	2023-03-23 19:26:25.752	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 80 5A 
334	2023-03-23 19:26:25.752	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 81 F2 
335	2023-03-23 19:26:25.756	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 80 73 
336	2023-03-23 19:26:25.756	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 4F 97 
337	2023-03-23 19:26:25.756	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 C0 41 
338	2023-03-23 19:26:25.760	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	51 0D 7C 30 02 1E 90 45 
339	2023-03-23 19:26:25.760	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 9F 60 
340	2023-03-23 19:26:25.760	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 3F C0 
341	2023-03-23 19:26:25.760	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 F0 BF 
342	2023-03-23 19:26:25.767	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 D0 31 
343	2023-03-23 19:26:25.767	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF DF 26 
344	2023-03-23 19:26:25.771	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
345	2023-03-23 19:26:25.771	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 1F E0 
346	2023-03-23 19:26:25.771	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF 2F 0F 
347	2023-03-23 19:26:25.771	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B B0 53 
348	2023-03-23 19:26:25.771	Ch0	0x4A6	标准帧	数据帧	CANFD加速	Rx	8	00 6A BA 03 3C 00 04 C0 
349	2023-03-23 19:26:25.771	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
350	2023-03-23 19:26:25.771	Ch0	0x4BB	标准帧	数据帧	CANFD加速	Rx	64	00 00 00 00 00 00 00 10 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF FF FF FF FF 00 00 80 AE C8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 3F 00 00 00 00 08 FF FF FF FF FF FF FF 
351	2023-03-23 19:26:25.777	Ch0	0x3D8	标准帧	数据帧	CANFD加速	Rx	8	00 00 F8 00 00 AC 00 00 
352	2023-03-23 19:26:25.777	Ch0	0x433	标准帧	数据帧	CANFD加速	Rx	8	00 80 90 B6 FD FF FF FF 
353	2023-03-23 19:26:25.777	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 E0 21 
354	2023-03-23 19:26:25.777	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	07 24 DC 10 00 34 F1 00 
355	2023-03-23 19:26:25.781	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 00 AF 
356	2023-03-23 19:26:25.788	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 F0 11 
357	2023-03-23 19:26:25.788	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF EF 16 
358	2023-03-23 19:26:25.793	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 9F 1D 
359	2023-03-23 19:26:25.793	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 9F AE 
360	2023-03-23 19:26:25.793	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0B 50 FC 
361	2023-03-23 19:26:25.793	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
362	2023-03-23 19:26:25.793	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
363	2023-03-23 19:26:25.795	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
364	2023-03-23 19:26:25.800	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 00 01 
365	2023-03-23 19:26:25.800	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
366	2023-03-23 19:26:25.800	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 02 CF 
367	2023-03-23 19:26:25.800	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 5F DA 
368	2023-03-23 19:26:25.803	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
369	2023-03-23 19:26:25.803	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 9F 1C 
370	2023-03-23 19:26:25.803	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 90 4A 
371	2023-03-23 19:26:25.803	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 91 E2 
372	2023-03-23 19:26:25.803	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 90 63 
